Program,Date,DateCombined,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,KANSAS,20,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,622700,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,KENTUCKY,21,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,4400,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,LOUISIANA,22,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,600,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,MARYLAND,24,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,3400,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,MICHIGAN,26,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED, (D),
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,MINNESOTA,27,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED, (D),
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,MISSISSIPPI,28,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,700,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,MISSOURI,29,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,9100,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,MONTANA,30,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,2100,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,NEBRASKA,31,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,607400,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,NEVADA,32,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED, (D),
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,NEW HAMPSHIRE,33,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,3200,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,NEW JERSEY,34,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,4000,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,NEW MEXICO,35,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,600,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,NEW YORK,36,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,3800,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,8800,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,1200,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,OHIO,39,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,7500,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,OKLAHOMA,40,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,5300,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,OREGON,41,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,1700,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,96400,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,24800,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,47100,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,TENNESSEE,47,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,3900,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,TEXAS,48,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,544100,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,UTAH,49,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,61300,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,VIRGINIA,51,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,2300,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,WASHINGTON,53,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,98300,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,1100,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,WISCONSIN,55,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,131000,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,WYOMING,56,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,1100,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,ALABAMA,1,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,1100,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,ALASKA,2,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,100,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,ARIZONA,4,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,46900,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,ARKANSAS,5,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,900,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,CALIFORNIA,6,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,134400,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,COLORADO,8,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,189800,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,FLORIDA,12,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,7900,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,GEORGIA,13,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED, (D),
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,HAWAII,15,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,1300,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,IDAHO,16,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,41800,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,ILLINOIS,17,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED, (D),
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,INDIANA,18,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,4300,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,IOWA,19,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED, (D),
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,KANSAS,20,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,575900,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,KENTUCKY,21,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,4500,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,LOUISIANA,22,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,600,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,MARYLAND,24,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,3300,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,MICHIGAN,26,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED, (D),
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,MINNESOTA,27,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED, (D),
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,MISSISSIPPI,28,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,700,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,MISSOURI,29,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,9300,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,MONTANA,30,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,2100,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,NEBRASKA,31,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,605100,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,NEVADA,32,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED, (D),
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,NEW HAMPSHIRE,33,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,3300,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,NEW JERSEY,34,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,4400,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,NEW MEXICO,35,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,600,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,NEW YORK,36,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,3800,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,NORTH CAROLINA,37,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,8100,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,NORTH DAKOTA,38,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,1100,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,OHIO,39,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,7400,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,OKLAHOMA,40,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,6100,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,OREGON,41,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,2100,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,PENNSYLVANIA,42,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,87900,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,23600,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,42300,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,TENNESSEE,47,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,3600,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,TEXAS,48,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,509300,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,UTAH,49,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,58600,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,VIRGINIA,51,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,1800,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,WASHINGTON,53,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,90900,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,WEST VIRGINIA,54,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,900,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,WISCONSIN,55,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,115200,
SURVEY,04/15/2021,2021-APR-15,2021,APR,,STATE,WYOMING,56,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,1000,
SURVEY,01/15/2020,2020-JAN-15,2020,JAN,,STATE,ALABAMA,1,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,400,
SURVEY,01/15/2020,2020-JAN-15,2020,JAN,,STATE,ALASKA,2,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,(Y),
SURVEY,01/15/2020,2020-JAN-15,2020,JAN,,STATE,ARIZONA,4,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,50500,
SURVEY,01/15/2020,2020-JAN-15,2020,JAN,,STATE,ARKANSAS,5,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,500,
SURVEY,01/15/2020,2020-JAN-15,2020,JAN,,STATE,CALIFORNIA,6,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,143900,
SURVEY,01/15/2020,2020-JAN-15,2020,JAN,,STATE,COLORADO,8,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,206800,
SURVEY,01/15/2020,2020-JAN-15,2020,JAN,,STATE,FLORIDA,12,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED, (D),
SURVEY,01/15/2020,2020-JAN-15,2020,JAN,,STATE,GEORGIA,13,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED, (D),
SURVEY,01/15/2020,2020-JAN-15,2020,JAN,,STATE,HAWAII,15,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,1200,
SURVEY,01/15/2020,2020-JAN-15,2020,JAN,,STATE,IDAHO,16,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,49400,
SURVEY,01/15/2020,2020-JAN-15,2020,JAN,,STATE,ILLINOIS,17,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED, (D),
SURVEY,01/15/2020,2020-JAN-15,2020,JAN,,STATE,INDIANA,18,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,3100,
SURVEY,01/15/2020,2020-JAN-15,2020,JAN,,STATE,IOWA,19,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED, (D),
SURVEY,01/15/2020,2020-JAN-15,2020,JAN,,STATE,KANSAS,20,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,573900,
SURVEY,01/15/2020,2020-JAN-15,2020,JAN,,STATE,KENTUCKY,21,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,3600,
SURVEY,01/15/2020,2020-JAN-15,2020,JAN,,STATE,LOUISIANA,22,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,500,
SURVEY,01/15/2020,2020-JAN-15,2020,JAN,,STATE,MARYLAND,24,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,3300,
SURVEY,01/15/2020,2020-JAN-15,2020,JAN,,STATE,MICHIGAN,26,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED, (D),
SURVEY,01/15/2020,2020-JAN-15,2020,JAN,,STATE,MINNESOTA,27,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED, (D),
SURVEY,01/15/2020,2020-JAN-15,2020,JAN,,STATE,MISSISSIPPI,28,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,400,
SURVEY,01/15/2020,2020-JAN-15,2020,JAN,,STATE,MISSOURI,29,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,4400,
SURVEY,01/15/2020,2020-JAN-15,2020,JAN,,STATE,MONTANA,30,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,1000,
SURVEY,01/15/2020,2020-JAN-15,2020,JAN,,STATE,NEBRASKA,31,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,637200,
SURVEY,01/15/2020,2020-JAN-15,2020,JAN,,STATE,NEVADA,32,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,100,
SURVEY,01/15/2020,2020-JAN-15,2020,JAN,,STATE,NEW HAMPSHIRE,33,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,2600,
SURVEY,01/15/2020,2020-JAN-15,2020,JAN,,STATE,NEW JERSEY,34,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,3800,
SURVEY,01/15/2020,2020-JAN-15,2020,JAN,,STATE,NEW MEXICO,35,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,700,
SURVEY,01/15/2020,2020-JAN-15,2020,JAN,,STATE,NEW YORK,36,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,3300,
